place_id,place_name,district,latitude,longitude,place_type,description,display_review,image_url,avg_rating
d136f08e-369c-4394-aa45-ed77002ef673,Sri Kailawasanathan Swami Devasthanam,Colombo,6.942559700000000,79.8544733,"hindu_temple, place_of_worship, point_of_interest, establishment","A prominent historical and cultural landmark located in Colombo, Sri Lanka.","Nice both from outside and inside , quite big for a city center which you don’t see from the entrance . We were there for full moon ceremony at 6 p m",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/8d/68/fe/very-pretty-and-had-our.jpg?w=900&h=-1&s=1,4.6
b1915a3f-8c2f-427f-ae68-87cf56793d6a,Old Parliament Building,Colombo,6.9311121,79.8428326,"tourist_attraction, point_of_interest, establishment","Completed in 1930, this neo-Baroque structure now houses the national Presidential Secretariat.","The Old Parliament Building of Sri Lanka, located in Colombo, is an iconic structure with historical and architectural significance. Constructed during the British colonial era, the building was opened in 1930 to house the Legislative Council of Ceylon, which later evolved into the State Council of Ceylon. It served as the center of legislative activities during a critical period leading to Sri Lanka's independence in 1948.

Designed in neoclassical style, the building features grand columns and intricate detailing, reflecting the architectural trends of the early 20th century. Post-independence, the building continued to serve as the Parliament of Sri Lanka until 1982, when the new Parliament complex in Sri Jayawardenepura Kotte was inaugurated.

Today, the Old Parliament Building houses the Presidential Secretariat and remains a symbol of Sri Lanka's colonial and post-colonial legislative history, standing as a prominent landmark in Colombo.

Photos uploaded have historical value.  That was the ARAGALAYA days people occupied the Old parliament and dacorated.  Those memorable day added to Sri Lanka History as real Independance days Where Sri Lanka People erradicate the corruptaed political Culture after expelling then president from his place.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AZLasHqpMs8zEOhdlGJ9wKIahNQnbm2uiO8vstHg574hqInv8WkMno8m6LvX6EgX-r7ITm9I_1S-8pp5iscqe9c1cosemw2plFwMzS4OWwBChTFZ-ttWWRi_ss5eeMg4ciTRINl9qYzSa8uS-vT0cEeTliFJhkoVkDv2H92KrDrxaGR2_wgJ8uURkyqs0S_MhbeAUvmL49UHv4zZw_57-ZHlSSlrKTA7-NlfrwoVEAA7iAbJNfnWFoCV3EsUby1pgRV9o8S49AoUwEXIMp5-wJHszn75FdLWdDXPy5y3xRjT7JJcWDtETqThrTSD2UpKzT2CLC6ptXMW1bsqZrHr96-uNi8c5OAKvii8hxOBKSnPEQbWWNF0E1xIRd4kgOlEPEM_Q496qelTwxolDkbLqkF9GBBv7-S4ajM2s-UCM-7wYHGh0xd6b58fveuVhJHNAt8iAw6QiRRsltrn4HVXFy8XS4bAn1ehUMxJ103qBCOfazdqR8FPEBbqQJehOiBT7dYvirhWhca0IGWEUs9dx1ifq6h3UXWdJAfxP4D-byYi9oZCsyjICgSvnOUIPbn6dwAoQscpEYEm&key=AIzaSyDPgpt69x2gPCN2K4Lza3PdMPSAHlo3gJ4,4.5
ba00cbe4-02d4-4ab0-b496-aa73f15ece19,Dutch Period Museum,Colombo,6.9359841,79.8516319,"tourist_attraction, museum, point_of_interest, establishment",Former 17th-century governor's residence now a museum featuring artifacts from Dutch colonial rule.,"Dutch Museum, Colombo – A Quiet Glimpse into History 🇱🇰

I visited the Dutch Museum in Colombo Fort during a city tour, and it was a fascinating experience. Tucked away in the busy Fort area, this hidden gem offers a peaceful escape into Sri Lanka’s colonial past.

The museum is housed in a beautifully preserved 17th-century Dutch mansion, complete with wooden staircases, antique furniture, and classic architecture that take you back in time. The exhibits feature maps, ceramics, weapons, and household items from the Dutch colonial era, each telling a part of Sri Lanka’s rich history.

Some renovation work is ongoing, but it doesn’t affect the visit much, it will be even better once completed. I particularly loved the quiet courtyard, surrounded by old verandas, perfect for a moment of reflection or a quick photo.

It’s not a large museum, but definitely worth a visit if you enjoy history and architecture. The entry fee is reasonable, and the staff are friendly and helpful. A lovely stop while exploring Colombo Fort.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AZLasHoLAtrdJbJ7HwaR5cmILqL1I6XGyB12ldsatqnphU8ZoP5PDEmgbBlt0WwnyStF0ejtZTxpAaVx5sHGqhnjMtOVbtQBz5HV2mbwR4sv8bf5nAJn5dZqWC7zSIE9Ar3squs7M2EMtyOfepBWVxfI3lqoU3ss4_w3ds8M9yd36WYIhgdM4O7g-2K_R2OlU1mBtFkjNVF8XWif0dZQ2EsxLmbOLFjsZ_B4Ztw5C-2LfWhBgtb23J5f4NYVK6j41KQXziPOxFw6H2np1-YaLpCjeMuT8CNQZQOj2yc8f-C_DADB2YBzeiDfWhqHqWQ4aXWRdTnYyJD6Mwk8anLndcCbNiG8lfGNVmTyQCwp16OGNikNu1WXqo4makbRnBUTBqxzdCucjXWwxEaLVirLum_vjI3bh0AJB7ARiWkFn4_M_tO53YXOvylxWpIhdVXtv5ypMQ5CBHNiPNnC8jktpppQkqaFX0QF1OBpGTdVFP2p9ao9zqnkivHzB1sRD_tdXv-M__N3zw6O7kQABiiO2qOvQVN6zs80dTTe9J-pSzbESq-pDhK-xmvAD3Dh0_JsbwQM04yl-2j8&key=AIzaSyDPgpt69x2gPCN2K4Lza3PdMPSAHlo3gJ4,4.0
be8a3a2f-389c-49fe-91fe-361262f5db31,Slave Island (Kompanna Vidiya),Colombo,6.9257119,79.8503314,"neighborhood, political","A prominent historical and cultural landmark located in Colombo, Sri Lanka.",,https://slrailwayforum.com/content/images/size/w600/2021/11/Slave-Island-Railway-Station-1.jpg,4.5
bedd59ad-543a-4445-8af4-e2ab9829fa77,Bellanwila Raja Maha Vihara,Colombo,6.8460686,79.8899933,"tourist_attraction, place_of_worship, point_of_interest, establishment",Iconic temple with a bodhi tree grown from one of the 32 saplings from the sacred Anuradhapura tree.,I visited Bellanwila temple after being exposed to some books authored by Ven. Bellanwila Vimarathana thero (1942-2018) about the famous murals drawn by Somabandu Vidhyapathi (1923 - 2006) during the period of 1993 - 1996. The artwork is very well crafted and it is inspiring at the same time calming to witness such majestic artistic work. Must visit for every Buddhist devotee and art lovers.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AZLasHpZD3mM1zXEzbIWuFlHi36NOtbyS8-EqTnCpA-4J4XbIxVYO0nVxHjZcRQ-yTPV_Awez74SlSut8h5Euh9nzh21eHYOPZweNA4JFTqniy1YFLkVp2XPn9PWP1BnxUMfz2AgMeMfB6H7R5gMjx9twfeuT_VhaZQm1lFAiuVl1fAhe08bKMvMCPiCpfsis5lTCzMXIRKQfsVvvuTBpGzPtj5OtI9MugECSDDhTjVI5QfREBETiqHkmqZQT0tGGiBsdJSiRlKprsrJLwHCH1yLzyKftrO0P8bxRgl18jFJQjXDeHVy7ZeCQh5ZOsVQhk-RKUZiDHb5xreuUoQTz8UpaNpa6UVpDpKshVlZYqkhgW_qkC9XzhcX1jYn9NkwEsdUvQaKPQLhjuKtcCXOBPXsiUusnucolpFk-c6XOaUTdYb3yeaIM0XRQjGCp7JFh5U6JFBoRLGIOApwt6BQaVzWo2j_H--iAjo3MAeDI4FX0VOvE40r1gxzGVozbO2GTXpVeJH2gSytm-nu9XyrXfmpl4g8eDMzheCs7AckAUv5bAQ1ypKTC2YEEYcKkHNhthHiDhlm6TdJ&key=AIzaSyDPgpt69x2gPCN2K4Lza3PdMPSAHlo3gJ4,4.8
789f695e-11fd-4d1a-8dec-be1300f79fee,Kotte Raja Maha Vihara,Colombo,6.8810081,79.9047497,"tourist_attraction, place_of_worship, point_of_interest, establishment","An ancient and sacred Buddhist temple in Colombo, reflecting Sri Lanka's deep religious heritage.","A peaceful temple away from the hustle of busy life. I visited on a weekday around 9 am. There were some people, but not too many, and since the temple is quite large, you can always find a quiet spot for chanting. I really love the environment and vibe here,it gives me so much peace. This is definitely one of my favorite temples. There’s plenty of parking space, and you can even park inside the temple premises. Nearby, there are a few shops where you can buy flowers and other necessities.",https://touristboard.wp.gov.lk/images/gallery/kotteTemp4.jpg,4.8
90aad959-5eb7-4131-bc10-49b0b4aa5217,Kayman’s Gate Bell Tower,Colombo,6.9385726,79.8531721,"point_of_interest, establishment","A prominent historical and cultural landmark located in Colombo, Sri Lanka.","Kayman's Gate Bell Tower is a Historical Landmark in Pettah. If you're a history enthusiast or someone looking to explore Colombo's colonial past, Kayman's Gate Bell Tower is a must-see. This is a small but significant structure, and a remnant from the colonial era. It is located on the bustling Main Street in Pettah, Colombo, the tower is a protected site under the Archaeological Department. Though the structure is modest in size, its historical importance stands tall. It's enclosed by a fence, safeguarding it from the surrounding traffic and urban bustle. The Bell Tower itself may not take long to explore, but it’s worth taking a moment to appreciate the significance of the site.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AZLasHrgyQv54leICfUsscBRtqE71QCfpLAeq6eShdZD45eKfGX-wfviOfN_usnFPMC0WVnRXV4bWrjmol-VW2ohCzuq2erdisay_nRVV6XhkdFHQdmU6XepIYTSyBFAG1f1pLagQVnVklkT7T90YEJ0jMFaOhGnrvAcbwsBC-WemlqKVOKv6CNACIsB5WNUm95id86-yu9igw8ehdPW5NFEqaJ52aZTvFiuGYdPWpuytHtC8h1Phmrwe7bSSAPESycwUcbv5tu0yDpiOPM17f-6evl0CZBgsVrnYfHJL4Awp6g4TmakW_sY3CyhdpLcdwnqh3_q-GurQjRnJ3nL_b8xI9GgRHyPJnRflzoBxDjyK8Se666i0yijeJnQJbqoqpRpnROPWLsAk5lH5CXnA6jRwOEu_2aq43KR1d84rKLZwDOwyuTwYc1AERT7MpSB2JytHzcUaQrEJfJOhzcuUTPRGdkY7fyALoTn-BphHLHuaOVYPtS7dViXyLx9_QJOQHFmMhcTwZofHbUTQiBtPqCUrNF8WfWMB8tJLFtYGrAHK7Nvgw4FxeNvGMRZuz54qjA2lqN_KQaYm_bLd8uNegQhtTzohX48jw&key=AIzaSyDPgpt69x2gPCN2K4Lza3PdMPSAHlo3gJ4,4.0
a89a52dd-78d6-44c4-be23-5883e3f429b6,Isipathanaramaya Temple,Colombo,6.888842300000000,79.8656242,"tourist_attraction, place_of_worship, point_of_interest, establishment",This traditional place of worship built in 1916 features a 39-foot-tall statue of Buddha.,Very nice & clam temple,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/c3/15/38/isipathanaramaya-buddhist.jpg?w=1200&h=-1&s=1,4.6
958ff857-c29b-4ba8-aa73-8ff84cbf412c,Vajiraramaya Temple,Colombo,6.890063700000000,79.85794530000000,premise,"An ancient and sacred Buddhist temple in Colombo, reflecting Sri Lanka's deep religious heritage.",,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AZLasHpDSwGgCdIC6tiwhcPVxqyd9-F-CrrrckW1tbXbaoSD4tnA7_2UFpGtC5UzS9Xh1Bwp3aXAjRznRGb1z5QwlW-Bq9U3RAhXn44NTXl6gItPYc--8iuBg-hVbN9OJmgDyCjk5hl8_mDc3Pmx96BTza9BO1WCy-DNVxExIcHvAx5Y25wpg6DdxuiV5-MggoBs67Lhra64YVpMrXg2ppJ5mJeqenzH3vDmPUyc8_GD7_8VhFFpkUTb3VK9FSffpVO-_SXM04l13HxNvS6LKe-v6oD20OoKEjWhlaX5ZT-Y-bn6-5eypRLxaDE1UnGU5EQ9fNlAQSOWxEV6OWm8iaDg1WAnyTQd_r-LQkJXA7jgnhjkpKNIdqM7I2qpDKL2KsbVZfaH-7B-SmiUvbRVf52L7Beq5F7a5-cm5OrnnImsz9MZWoae4SFeezxx_gtnjRYY0UBKW9nOIxpM2E84-bnCG1DlIJ_KZ5-cU9XkMbYY5vnvdYTrLAqwrxx_D3wUnleJjrmSkOkCl4sUZULHZzas2KSdUYCxSmyWnlUK-pvcBd-xG704PFnD7cIiAI7WlAFfFukwGaRM&key=AIzaSyDPgpt69x2gPCN2K4Lza3PdMPSAHlo3gJ4,4.5
1c1ce583-61f7-4fbf-ae83-4834b09453dd,Old City Hall,Colombo,6.9388726,79.85409060000000,"museum, point_of_interest, establishment","A prominent historical and cultural landmark located in Colombo, Sri Lanka.","The Colombo Old Town Hall Building, built in 1873 by the British, is an architectural gem that offers a glimpse into the city’s colonial past. It was originally serving as the municipal headquarters, this building now houses a small but fascinating museum. If you’re a history or archaeology enthusiast, this place is a must-visit. The exhibits provide a deep dive into the region’s rich heritage, showcasing artifacts and historical details that make you appreciate the city’s evolution. Whether you’re into architecture, history, or just want to explore something off the beaten path, this spot is definitely worth a visit!",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/ca/78/5b/caption.jpg?w=900&h=500&s=1,4.3
